chunk_id,dominant_topic,dominant_score,score_margin,confidence_level
c0aee7eb:00001,Colonialism,0.4740139381975812,0.2400155538397192,high
c0aee7eb:00002,Colonialism,0.6083362526434012,0.1376960935585928,high
c0aee7eb:00003,Colonialism,0.3829309217003556,0.0803738140785214,high
c0aee7eb:00004,Colonialism,0.564867200317136,0.0915129169162632,high
c0aee7eb:00005,Historical Slavery,0.4868388833891466,0.1743493504462472,high
c0aee7eb:00006,Colonialism,0.415724020555412,0.0517182236691767,high
c0aee7eb:00007,Colonialism,0.4973604947404962,0.0598298899647882,high
b79b973e:00000,Historical Slavery,0.5450496898336612,0.1262306218269279,high
b79b973e:00001,Colonialism,0.5914226395039895,0.120170296239465,high
5434c349:00003,Historical Slavery,0.5110279876618592,0.067710837453923,high
5434c349:00004,Colonialism,0.4821465601290042,0.1078305211028471,high
5434c349:00007,Colonialism,0.4768914181299962,0.1591130581495789,high
5434c349:00008,Historical Slavery,0.3855344208596375,0.0658734101008565,high
f5782318:00002,Colonialism,0.4557795671005197,0.0668022726835316,high
6b45288b:00001,Colonialism,0.494402589454541,0.0869551949568184,high
6b45288b:00005,Historical Slavery,0.4640624033800277,0.1127396464488244,high
cc9128c1:00004,Colonialism,0.5395812772190638,0.0811210107775375,high
caa09e52:00000,Historical Slavery,0.4455218050090641,0.0738758069457151,high
caa09e52:00002,Historical Slavery,0.474205007762829,0.0735900567924298,high
caa09e52:00003,Historical Slavery,0.4437047240233608,0.0825763616455082,high
caa09e52:00006,Historical Slavery,0.5038438885133596,0.0686810541521172,high
89721aa3:00000,Historical Slavery,0.4689949432128759,0.0625644583979029,high
89721aa3:00003,Colonialism,0.4841477466270829,0.0657464413467968,high
89721aa3:00005,Colonialism,0.5319118785031557,0.0843360780560395,high
89721aa3:00006,Historical Slavery,0.498841898626453,0.1150846686700366,high
c85d3571:00004,Historical Slavery,0.4177774515889418,0.0678684306721993,high
c85d3571:00005,Historical Slavery,0.4849263554878794,0.0612786234941974,high
9036b651:00001,Modern Racism & Inequality,0.3578648973405683,0.1014286149383492,high
81d0b74d:00004,Colonialism,0.4106064427031217,0.0953150361034625,high
e29b2b78:00001,Colonialism,0.477184326347717,0.0517387000180327,high
e29b2b78:00002,Colonialism,0.576893886243599,0.1560536325487964,high
e29b2b78:00004,Historical Slavery,0.4132699759577778,0.0944143277528266,high
6832b9a0:00002,Historical Slavery,0.4515422462799102,0.0529751359333612,high
6832b9a0:00003,Colonialism,0.4230628370825539,0.1022859605763499,high
b59a53f0:00001,Colonialism,0.4403932874230168,0.0674885527628989,high
b59a53f0:00003,Historical Slavery,0.3654146912866926,0.0810597159655844,high
